iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
http://purl.obolibrary.org/obo/DOID_0080192	1.0	3.0	22.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_0070295	2.0	5.0	20.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_732	4.0	13.0	33.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_12568	2.0	3.0	13.0	58.0	25.0
http://purl.obolibrary.org/obo/DOID_0050902	2.0	3.0	16.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_7538	1.0	1.0	18.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_0080677	2.0	4.0	23.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0050992	11.0	18.0	16.0	38.0	18.0
http://purl.obolibrary.org/obo/DOID_0080553	2.0	1.0	9.0	45.0	43.0
http://purl.obolibrary.org/obo/DOID_0112229	1.0	0.0	10.0	35.0	53.0
http://purl.obolibrary.org/obo/DOID_0060764	1.0	2.0	14.0	50.0	33.0
http://purl.obolibrary.org/obo/DOID_0070003	2.0	4.0	17.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0110192	1.0	4.0	33.0	55.0	8.0
http://purl.obolibrary.org/obo/DOID_5172	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0111322	2.0	3.0	19.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0110786	1.0	3.0	22.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0050935	1.0	1.0	8.0	63.0	27.0
http://purl.obolibrary.org/obo/DOID_0070212	1.0	1.0	22.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0110343	1.0	3.0	20.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0060158	1.0	1.0	13.0	57.0	27.0
http://purl.obolibrary.org/obo/DOID_2907	1.0	1.0	9.0	60.0	28.0
http://purl.obolibrary.org/obo/DOID_2907	1.0	4.0	35.0	52.0	7.0
http://purl.obolibrary.org/obo/DOID_3269	2.0	2.0	14.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0111962	1.0	8.0	65.0	24.0	3.0
http://purl.obolibrary.org/obo/DOID_3304	0.0	1.0	22.0	65.0	11.0
http://purl.obolibrary.org/obo/DOID_3304	1.0	8.0	51.0	36.0	4.0
http://purl.obolibrary.org/obo/DOID_0070160	1.0	2.0	21.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_1519	3.0	6.0	16.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_0110124	3.0	5.0	15.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0080953	2.0	4.0	13.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_13725	1.0	2.0	23.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_530	4.0	11.0	20.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_0110897	1.0	1.0	17.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_3540	10.0	26.0	18.0	35.0	11.0
http://purl.obolibrary.org/obo/DOID_0040014	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0060766	1.0	1.0	12.0	50.0	35.0
http://purl.obolibrary.org/obo/DOID_0111656	3.0	10.0	27.0	49.0	12.0
http://purl.obolibrary.org/obo/DOID_3436	6.0	29.0	32.0	26.0	6.0
http://purl.obolibrary.org/obo/DOID_0080075	1.0	1.0	8.0	43.0	46.0
http://purl.obolibrary.org/obo/DOID_0060738	3.0	5.0	21.0	55.0	17.0
http://purl.obolibrary.org/obo/DOID_0060738	1.0	3.0	36.0	55.0	5.0
http://purl.obolibrary.org/obo/DOID_0110393	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0070007	2.0	5.0	26.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_628	2.0	4.0	21.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0050353	2.0	3.0	16.0	47.0	31.0
http://purl.obolibrary.org/obo/DOID_0110907	1.0	1.0	17.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_0060155	2.0	4.0	18.0	60.0	17.0
http://purl.obolibrary.org/obo/DOID_0110488	1.0	3.0	24.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0040067	3.0	7.0	23.0	55.0	12.0
http://purl.obolibrary.org/obo/DOID_0110360	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_437	1.0	1.0	12.0	51.0	34.0
http://purl.obolibrary.org/obo/DOID_0050952	1.0	2.0	20.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_2368	2.0	6.0	29.0	55.0	8.0
http://purl.obolibrary.org/obo/DOID_5282	5.0	17.0	31.0	38.0	9.0
http://purl.obolibrary.org/obo/DOID_0111314	2.0	3.0	19.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0080518	2.0	5.0	26.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_10201	1.0	3.0	21.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0111856	1.0	1.0	13.0	62.0	23.0
http://purl.obolibrary.org/obo/DOID_3070	2.0	5.0	21.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0070261	9.0	25.0	19.0	37.0	10.0
http://purl.obolibrary.org/obo/DOID_0112020	2.0	2.0	16.0	59.0	21.0
http://purl.obolibrary.org/obo/DOID_2217	1.0	0.0	6.0	25.0	68.0
http://purl.obolibrary.org/obo/DOID_5641	1.0	0.0	15.0	31.0	52.0
http://purl.obolibrary.org/obo/DOID_0060139	3.0	4.0	14.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0070037	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0040082	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0111005	2.0	3.0	13.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_8187	4.0	11.0	27.0	47.0	11.0
http://purl.obolibrary.org/obo/DOID_0110938	1.0	2.0	22.0	57.0	17.0
http://purl.obolibrary.org/obo/DOID_0060551	1.0	2.0	22.0	57.0	18.0
http://purl.obolibrary.org/obo/DOID_4464	1.0	1.0	13.0	66.0	20.0
http://purl.obolibrary.org/obo/DOID_0110310	1.0	3.0	20.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0080032	2.0	4.0	14.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_0111264	1.0	1.0	14.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0110262	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_0060575	2.0	1.0	10.0	57.0	29.0
http://purl.obolibrary.org/obo/DOID_0060228	29.0	61.0	5.0	4.0	2.0
http://purl.obolibrary.org/obo/DOID_263	5.0	18.0	37.0	34.0	7.0
http://purl.obolibrary.org/obo/DOID_0050160	2.0	2.0	14.0	55.0	27.0
http://purl.obolibrary.org/obo/DOID_0050160	1.0	1.0	15.0	59.0	23.0
http://purl.obolibrary.org/obo/DOID_0050160	1.0	2.0	13.0	64.0	20.0
http://purl.obolibrary.org/obo/DOID_0080347	2.0	3.0	11.0	64.0	21.0
http://purl.obolibrary.org/obo/DOID_0112233	1.0	1.0	14.0	54.0	29.0
http://purl.obolibrary.org/obo/DOID_9362	4.0	4.0	23.0	44.0	24.0
http://purl.obolibrary.org/obo/DOID_0110884	1.0	1.0	14.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_0111703	2.0	3.0	15.0	53.0	27.0
http://purl.obolibrary.org/obo/DOID_0112284	2.0	6.0	22.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0111596	1.0	2.0	21.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_6432	1.0	3.0	25.0	61.0	11.0
http://purl.obolibrary.org/obo/DOID_0111218	2.0	4.0	26.0	58.0	10.0
http://purl.obolibrary.org/obo/DOID_0050563	1.0	2.0	16.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_7848	3.0	12.0	40.0	39.0	6.0
http://purl.obolibrary.org/obo/DOID_4471	4.0	8.0	13.0	58.0	16.0
http://purl.obolibrary.org/obo/DOID_0111948	1.0	1.0	14.0	46.0	39.0
http://purl.obolibrary.org/obo/DOID_0050352	4.0	11.0	24.0	41.0	20.0
http://purl.obolibrary.org/obo/DOID_0111741	1.0	3.0	24.0	58.0	14.0
http://purl.obolibrary.org/obo/DOID_6313	4.0	9.0	23.0	53.0	11.0
http://purl.obolibrary.org/obo/DOID_0110678	2.0	3.0	17.0	50.0	29.0
http://purl.obolibrary.org/obo/DOID_0050464	1.0	1.0	12.0	54.0	31.0
http://purl.obolibrary.org/obo/DOID_0050268	1.0	3.0	18.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0060413	4.0	3.0	7.0	57.0	28.0
http://purl.obolibrary.org/obo/DOID_0080282	1.0	1.0	15.0	53.0	29.0
http://purl.obolibrary.org/obo/DOID_0111251	1.0	2.0	14.0	68.0	16.0
http://purl.obolibrary.org/obo/DOID_0110578	3.0	8.0	24.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0110224	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_6263	2.0	1.0	8.0	48.0	42.0
http://purl.obolibrary.org/obo/DOID_1085	2.0	2.0	11.0	51.0	35.0
http://purl.obolibrary.org/obo/DOID_0040066	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_5275	4.0	11.0	30.0	46.0	10.0
http://purl.obolibrary.org/obo/DOID_769	1.0	2.0	20.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_10371	1.0	1.0	14.0	59.0	25.0
http://purl.obolibrary.org/obo/DOID_10371	3.0	19.0	42.0	31.0	5.0
http://purl.obolibrary.org/obo/DOID_0050813	1.0	0.0	7.0	52.0	39.0
http://purl.obolibrary.org/obo/DOID_0060694	2.0	3.0	18.0	59.0	19.0
http://purl.obolibrary.org/obo/DOID_0060418	2.0	1.0	11.0	42.0	45.0
http://purl.obolibrary.org/obo/DOID_0110129	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0070043	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0111398	3.0	8.0	22.0	53.0	14.0
http://purl.obolibrary.org/obo/DOID_0110790	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_14749	2.0	11.0	37.0	43.0	7.0
http://purl.obolibrary.org/obo/DOID_0110625	2.0	2.0	9.0	49.0	39.0
http://purl.obolibrary.org/obo/DOID_0111072	1.0	3.0	24.0	61.0	11.0
http://purl.obolibrary.org/obo/DOID_0112027	2.0	2.0	15.0	57.0	25.0
http://purl.obolibrary.org/obo/DOID_1825	2.0	8.0	33.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_0050256	3.0	6.0	20.0	54.0	17.0
http://purl.obolibrary.org/obo/DOID_0111620	1.0	2.0	15.0	61.0	21.0
http://purl.obolibrary.org/obo/DOID_0050259	2.0	4.0	18.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_11431	1.0	5.0	30.0	56.0	8.0
http://purl.obolibrary.org/obo/DOID_11320	2.0	1.0	7.0	38.0	53.0
http://purl.obolibrary.org/obo/DOID_11320	1.0	0.0	8.0	34.0	57.0
http://purl.obolibrary.org/obo/DOID_0112155	1.0	1.0	9.0	62.0	26.0
http://purl.obolibrary.org/obo/DOID_0110044	4.0	13.0	23.0	48.0	10.0
http://purl.obolibrary.org/obo/DOID_3262	1.0	7.0	36.0	49.0	6.0
http://purl.obolibrary.org/obo/DOID_0111918	1.0	0.0	7.0	24.0	67.0
http://purl.obolibrary.org/obo/DOID_3702	2.0	7.0	27.0	54.0	10.0
http://purl.obolibrary.org/obo/DOID_0050832	2.0	7.0	27.0	54.0	10.0
http://purl.obolibrary.org/obo/DOID_0050965	1.0	1.0	13.0	61.0	23.0
http://purl.obolibrary.org/obo/DOID_0111123	1.0	4.0	32.0	54.0	9.0
http://purl.obolibrary.org/obo/DOID_11701	2.0	2.0	11.0	44.0	42.0
http://purl.obolibrary.org/obo/DOID_0060074	1.0	1.0	5.0	40.0	52.0
http://purl.obolibrary.org/obo/DOID_2059	4.0	18.0	40.0	31.0	6.0
http://purl.obolibrary.org/obo/DOID_0110478	4.0	11.0	23.0	51.0	11.0
http://purl.obolibrary.org/obo/DOID_0080498	2.0	4.0	20.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_12858	1.0	0.0	3.0	27.0	70.0
http://purl.obolibrary.org/obo/DOID_5742	1.0	2.0	16.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0110020	0.0	1.0	12.0	68.0	19.0
http://purl.obolibrary.org/obo/DOID_0111881	2.0	4.0	13.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0060688	3.0	5.0	15.0	60.0	17.0
http://purl.obolibrary.org/obo/DOID_6495	1.0	1.0	6.0	43.0	50.0
http://purl.obolibrary.org/obo/DOID_0111957	1.0	0.0	6.0	21.0	72.0
http://purl.obolibrary.org/obo/DOID_3756	1.0	2.0	14.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_0060798	1.0	4.0	25.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0110253	1.0	2.0	16.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_0110106	11.0	31.0	17.0	33.0	8.0
http://purl.obolibrary.org/obo/DOID_0070239	3.0	10.0	23.0	53.0	11.0
http://purl.obolibrary.org/obo/DOID_0111895	2.0	4.0	13.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0080891	2.0	10.0	34.0	46.0	8.0
http://purl.obolibrary.org/obo/DOID_0081005	2.0	8.0	30.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_3308	2.0	6.0	18.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0110536	2.0	5.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0080114	1.0	2.0	15.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_0080437	2.0	2.0	17.0	59.0	20.0
http://purl.obolibrary.org/obo/DOID_221	2.0	8.0	34.0	49.0	7.0
http://purl.obolibrary.org/obo/DOID_0110166	1.0	8.0	40.0	44.0	6.0
http://purl.obolibrary.org/obo/DOID_0111389	1.0	3.0	23.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0090140	2.0	1.0	6.0	36.0	55.0
http://purl.obolibrary.org/obo/DOID_7004	5.0	13.0	19.0	52.0	12.0
http://purl.obolibrary.org/obo/DOID_77	1.0	1.0	15.0	64.0	18.0
http://purl.obolibrary.org/obo/DOID_0090109	1.0	3.0	21.0	59.0	16.0
http://purl.obolibrary.org/obo/DOID_0060850	1.0	2.0	23.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_0050328	15.0	65.0	12.0	6.0	2.0
http://purl.obolibrary.org/obo/DOID_2224	1.0	0.0	5.0	44.0	50.0
http://purl.obolibrary.org/obo/DOID_14004	4.0	12.0	25.0	47.0	11.0
http://purl.obolibrary.org/obo/DOID_9735	5.0	27.0	39.0	25.0	5.0
http://purl.obolibrary.org/obo/DOID_0080272	2.0	6.0	34.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_0050937	1.0	1.0	8.0	65.0	24.0
http://purl.obolibrary.org/obo/DOID_5362	10.0	6.0	6.0	43.0	35.0
http://purl.obolibrary.org/obo/DOID_783	1.0	1.0	17.0	55.0	26.0
http://purl.obolibrary.org/obo/DOID_3168	2.0	3.0	16.0	59.0	20.0
http://purl.obolibrary.org/obo/DOID_0080486	1.0	3.0	19.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0060041	4.0	27.0	51.0	16.0	3.0
http://purl.obolibrary.org/obo/DOID_0060041	1.0	1.0	10.0	54.0	34.0
http://purl.obolibrary.org/obo/DOID_14289	14.0	36.0	17.0	25.0	8.0
http://purl.obolibrary.org/obo/DOID_0111617	1.0	1.0	14.0	60.0	24.0
http://purl.obolibrary.org/obo/DOID_0070017	2.0	6.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0110048	4.0	14.0	27.0	44.0	10.0
http://purl.obolibrary.org/obo/DOID_0080869	1.0	6.0	28.0	55.0	9.0
http://purl.obolibrary.org/obo/DOID_0111721	2.0	5.0	28.0	55.0	10.0
http://purl.obolibrary.org/obo/DOID_5583	4.0	11.0	20.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0110626	2.0	1.0	7.0	43.0	47.0
http://purl.obolibrary.org/obo/DOID_0080465	1.0	2.0	17.0	58.0	21.0
http://purl.obolibrary.org/obo/DOID_4974	2.0	2.0	9.0	56.0	30.0
http://purl.obolibrary.org/obo/DOID_4974	21.0	61.0	14.0	3.0	1.0
http://purl.obolibrary.org/obo/DOID_6034	13.0	50.0	20.0	13.0	4.0
http://purl.obolibrary.org/obo/DOID_2338	4.0	16.0	36.0	36.0	8.0
http://purl.obolibrary.org/obo/DOID_0050630	2.0	5.0	13.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_90	2.0	4.0	24.0	59.0	11.0
http://purl.obolibrary.org/obo/DOID_3447	3.0	5.0	14.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0060198	2.0	3.0	17.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_0110663	3.0	6.0	23.0	52.0	16.0
http://purl.obolibrary.org/obo/DOID_14374	1.0	1.0	12.0	54.0	31.0
http://purl.obolibrary.org/obo/DOID_0080395	2.0	2.0	16.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_9278	6.0	19.0	24.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_0050684	2.0	1.0	7.0	41.0	48.0
http://purl.obolibrary.org/obo/DOID_0060861	1.0	2.0	15.0	59.0	23.0
http://purl.obolibrary.org/obo/DOID_0112026	1.0	1.0	14.0	53.0	30.0
http://purl.obolibrary.org/obo/DOID_0050739	2.0	5.0	22.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_0080789	2.0	3.0	20.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_0110475	1.0	4.0	27.0	56.0	12.0
http://purl.obolibrary.org/obo/DOID_0090005	1.0	3.0	25.0	58.0	12.0
http://purl.obolibrary.org/obo/DOID_0111085	2.0	5.0	25.0	57.0	11.0
http://purl.obolibrary.org/obo/DOID_9637	3.0	10.0	33.0	46.0	9.0
http://purl.obolibrary.org/obo/DOID_0090012	1.0	2.0	21.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0112105	1.0	1.0	19.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_0110672	2.0	4.0	19.0	54.0	22.0
http://purl.obolibrary.org/obo/DOID_0060603	2.0	4.0	15.0	65.0	15.0
http://purl.obolibrary.org/obo/DOID_0110770	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_0080467	1.0	1.0	11.0	57.0	30.0
http://purl.obolibrary.org/obo/DOID_0112248	1.0	2.0	18.0	56.0	23.0
http://purl.obolibrary.org/obo/DOID_4817	18.0	68.0	6.0	5.0	2.0
http://purl.obolibrary.org/obo/DOID_0112283	1.0	4.0	25.0	59.0	11.0
http://purl.obolibrary.org/obo/DOID_0060227	1.0	4.0	28.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_0111745	1.0	1.0	17.0	52.0	28.0
http://purl.obolibrary.org/obo/DOID_0112030	2.0	2.0	15.0	59.0	23.0
http://purl.obolibrary.org/obo/DOID_0050445	1.0	2.0	20.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_0080369	1.0	2.0	17.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0112129	2.0	2.0	16.0	52.0	29.0
http://purl.obolibrary.org/obo/DOID_0111009	2.0	6.0	26.0	55.0	11.0
http://purl.obolibrary.org/obo/DOID_8566	2.0	1.0	6.0	40.0	52.0
http://purl.obolibrary.org/obo/DOID_0050872	4.0	12.0	23.0	51.0	10.0
http://purl.obolibrary.org/obo/DOID_0040043	4.0	9.0	23.0	52.0	12.0
http://purl.obolibrary.org/obo/DOID_8802	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0110920	2.0	8.0	30.0	51.0	9.0
http://purl.obolibrary.org/obo/DOID_0090111	2.0	1.0	6.0	39.0	53.0
http://purl.obolibrary.org/obo/DOID_4845	1.0	1.0	15.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_0050905	2.0	6.0	24.0	58.0	11.0
http://purl.obolibrary.org/obo/DOID_0110448	2.0	4.0	25.0	58.0	11.0
http://purl.obolibrary.org/obo/DOID_10209	1.0	1.0	10.0	49.0	39.0
http://purl.obolibrary.org/obo/DOID_0050742	2.0	4.0	16.0	59.0	20.0
http://purl.obolibrary.org/obo/DOID_1882	9.0	31.0	16.0	34.0	10.0
http://purl.obolibrary.org/obo/DOID_0050159	1.0	1.0	9.0	57.0	33.0
http://purl.obolibrary.org/obo/DOID_0050159	6.0	16.0	23.0	45.0	11.0
http://purl.obolibrary.org/obo/DOID_0050159	2.0	3.0	23.0	56.0	17.0
http://purl.obolibrary.org/obo/DOID_0050159	1.0	1.0	10.0	59.0	29.0
http://purl.obolibrary.org/obo/DOID_0050159	4.0	21.0	31.0	37.0	8.0
http://purl.obolibrary.org/obo/DOID_0110733	2.0	4.0	25.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_4249	1.0	2.0	18.0	55.0	24.0
http://purl.obolibrary.org/obo/DOID_0050161	1.0	1.0	17.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0110032	4.0	6.0	17.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_0070347	1.0	1.0	10.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_7983	7.0	13.0	15.0	47.0	17.0
http://purl.obolibrary.org/obo/DOID_0110499	3.0	7.0	18.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_11181	1.0	4.0	25.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0110611	2.0	2.0	9.0	49.0	38.0
http://purl.obolibrary.org/obo/DOID_0110766	2.0	3.0	11.0	63.0	21.0
http://purl.obolibrary.org/obo/DOID_0060743	1.0	2.0	19.0	60.0	17.0
http://purl.obolibrary.org/obo/DOID_0080281	1.0	2.0	11.0	67.0	19.0
http://purl.obolibrary.org/obo/DOID_10286	3.0	6.0	16.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_6067	6.0	22.0	28.0	35.0	8.0
http://purl.obolibrary.org/obo/DOID_0040099	5.0	23.0	37.0	29.0	6.0
http://purl.obolibrary.org/obo/DOID_0050916	6.0	9.0	12.0	51.0	21.0
http://purl.obolibrary.org/obo/DOID_0080556	2.0	2.0	13.0	55.0	28.0
http://purl.obolibrary.org/obo/DOID_104	6.0	8.0	16.0	52.0	18.0
http://purl.obolibrary.org/obo/DOID_913	2.0	4.0	23.0	59.0	12.0
http://purl.obolibrary.org/obo/DOID_0110155	1.0	3.0	21.0	65.0	11.0
http://purl.obolibrary.org/obo/DOID_0080931	1.0	6.0	28.0	55.0	9.0
http://purl.obolibrary.org/obo/DOID_0111592	1.0	1.0	12.0	46.0	40.0
http://purl.obolibrary.org/obo/DOID_3493	1.0	2.0	16.0	67.0	14.0
http://purl.obolibrary.org/obo/DOID_5699	6.0	17.0	23.0	43.0	11.0
http://purl.obolibrary.org/obo/DOID_3385	2.0	5.0	24.0	53.0	16.0
http://purl.obolibrary.org/obo/DOID_3052	1.0	2.0	14.0	60.0	24.0
http://purl.obolibrary.org/obo/DOID_0111338	2.0	3.0	18.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_2575	1.0	1.0	9.0	57.0	32.0
http://purl.obolibrary.org/obo/DOID_0111234	3.0	11.0	25.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0110193	1.0	2.0	25.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_0060858	3.0	6.0	17.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0060858	1.0	6.0	41.0	47.0	5.0
http://purl.obolibrary.org/obo/DOID_0060858	2.0	1.0	8.0	54.0	34.0
http://purl.obolibrary.org/obo/DOID_3117	4.0	16.0	39.0	35.0	7.0
http://purl.obolibrary.org/obo/DOID_0080863	1.0	6.0	30.0	54.0	8.0
http://purl.obolibrary.org/obo/DOID_0112013	2.0	3.0	12.0	63.0	20.0
http://purl.obolibrary.org/obo/DOID_0050198	6.0	8.0	11.0	53.0	22.0
http://purl.obolibrary.org/obo/DOID_0050198	1.0	1.0	12.0	49.0	38.0
http://purl.obolibrary.org/obo/DOID_0040022	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0110274	4.0	17.0	31.0	41.0	8.0
http://purl.obolibrary.org/obo/DOID_10190	5.0	22.0	32.0	34.0	7.0
http://purl.obolibrary.org/obo/DOID_0060392	1.0	1.0	9.0	41.0	48.0
http://purl.obolibrary.org/obo/DOID_930	4.0	15.0	31.0	41.0	9.0
http://purl.obolibrary.org/obo/DOID_0080535	1.0	2.0	16.0	59.0	21.0
http://purl.obolibrary.org/obo/DOID_0090079	1.0	3.0	22.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0110117	1.0	3.0	22.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_8130	6.0	5.0	11.0	45.0	33.0
http://purl.obolibrary.org/obo/DOID_0111348	2.0	3.0	22.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_0090031	1.0	1.0	15.0	50.0	33.0
http://purl.obolibrary.org/obo/DOID_10368	2.0	6.0	27.0	54.0	10.0
http://purl.obolibrary.org/obo/DOID_0112079	1.0	2.0	15.0	69.0	13.0
http://purl.obolibrary.org/obo/DOID_2998	3.0	15.0	42.0	33.0	6.0
http://purl.obolibrary.org/obo/DOID_0111362	2.0	2.0	14.0	45.0	38.0
http://purl.obolibrary.org/obo/DOID_0080110	2.0	2.0	14.0	57.0	25.0
http://purl.obolibrary.org/obo/DOID_0040045	4.0	12.0	26.0	47.0	10.0
http://purl.obolibrary.org/obo/DOID_0080885	2.0	3.0	22.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_0111027	1.0	7.0	33.0	52.0	7.0
http://purl.obolibrary.org/obo/DOID_0111791	3.0	10.0	26.0	49.0	11.0
http://purl.obolibrary.org/obo/DOID_3883	1.0	0.0	7.0	28.0	64.0
http://purl.obolibrary.org/obo/DOID_0111932	1.0	2.0	22.0	56.0	19.0
http://purl.obolibrary.org/obo/DOID_421	3.0	17.0	52.0	25.0	4.0
http://purl.obolibrary.org/obo/DOID_1509	1.0	1.0	18.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0090082	1.0	3.0	22.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0080080	5.0	11.0	28.0	44.0	11.0
http://purl.obolibrary.org/obo/DOID_6903	2.0	7.0	25.0	58.0	8.0
http://purl.obolibrary.org/obo/DOID_0090093	1.0	3.0	21.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_0050546	1.0	0.0	10.0	37.0	51.0
http://purl.obolibrary.org/obo/DOID_0050794	2.0	5.0	19.0	59.0	14.0
http://purl.obolibrary.org/obo/DOID_0050720	3.0	4.0	11.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0111662	1.0	2.0	15.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_0080139	2.0	1.0	8.0	50.0	38.0
http://purl.obolibrary.org/obo/DOID_0040046	3.0	10.0	24.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_0111288	3.0	13.0	38.0	40.0	7.0
http://purl.obolibrary.org/obo/DOID_0111288	3.0	10.0	28.0	49.0	11.0
http://purl.obolibrary.org/obo/DOID_2959	1.0	3.0	22.0	63.0	12.0
